"44,29",,,2,5,Ковровский район,,,,,1,https://vladimir.cian.ru/sale/flat/238201470/,3159838
78,"11,2","43,4",3,15,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/232933984/,2886000
"60,04",,,2,4,Ковровский район,,,,,2,https://vladimir.cian.ru/sale/flat/246160214/,3784448
"55,76",11,"30,6",5,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/218470690/,2383740
"62,2","9,4","34,2",1,18,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/245694975/,2985600
"44,86","11,9",21,1,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/234243252/,1794400
"87,27","13,8","53,8",4,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/235576737/,6632520
"34,8",13,"12,6",1,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/244804654/,1619940
30,8,18,1,1,Округ Муром муниципальное образование,Панельный,1990,Железобетонные,1,2,https://vladimir.cian.ru/sale/flat/248441464/,650000₽
"73,3",,43,8,10,Владимир,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/243303709/,5300000
"73,1","19,8","34,4",2,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/244803691/,3368082
"91,37","13,3","65,8",1,17,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/232933679/,5299460
"75,76","11,7",44,4,5,Ковров,,,,,3,https://vladimir.cian.ru/sale/flat/227122199/,3526628
"52,5","11,6","25,5",2,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/233648844/,2418937
"43,89","12,5",21,1,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/234242484/,1755600
63,6,,3,5,Александровский район,Кирпичный,,,,3,https://vladimir.cian.ru/sale/flat/243671811/,1800000
"72,39",,,1,14,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/237945384/,3112770
"58,6","13,8","28,5",2,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/233648960/,2811335
51,,,5,5,Александров,Кирпичный,1970,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/241055132/,2520000
"69,8","13,2","41,3",2,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/235576773/,5165200
"50,2","14,8","19,8",1,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/244804412/,2336810
"36,1",14,"11,1",6,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/244804219/,1731897
65,"7,8",43,2,9,Кольчугино,Кирпичный,2001,Железобетонные,3,3,https://vladimir.cian.ru/sale/flat/243401154/,1750000
"68,84","15,4","46,5",8,17,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/246616206/,4199240
"41,7","12,5","14,6",5,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/233648880/,2000557
"95,1","9,8","56,2",1,12,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/232932985/,3708900
"63,5","11,6","32,7",1,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/233648837/,2835275
"64,31","13,5","31,3",1,17,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/212421418/,2963083
"54,06","12,6","28,8",1,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/218470752/,2388100
"66,4","14,1","31,5",10,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/233649249/,2996300
"60,04",,,4,4,Ковровский район,,,,,2,https://vladimir.cian.ru/sale/flat/246160223/,3796456
"69,3","14,3","37,9",15,18,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/245694999/,3257100
"52,2","8,8","27,2",1,18,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/245694954/,2505600
"41,7","12,5","14,6",8,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/233648910/,2000557
"41,7","10,8","17,6",1,18,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/245694846/,2043300
"66,39","12,5","32,3",2,15,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/232934037/,2522820
"68,2",19,"32,6",1,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/244803685/,3045130
"51,63","13,6","30,4",5,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/232933455/,3149430
"89,63",,,2,4,Ковровский район,,,,,3,https://vladimir.cian.ru/sale/flat/246160225/,5532615
"90,12",,,4,5,Ковровский район,,,,,3,https://vladimir.cian.ru/sale/flat/238202920/,5512694
"62,74","13,1","38,3",2,17,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/232933674/,3889880
54,"10,2","26,5",2,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/233649020/,2590650
"52,58",,,2,14,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/237945408/,2891900
"65,2","18,5","26,8",5,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/244804171/,2942150
"70,2","10,2","38,1",2,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/233649160/,3234465
"38,6","9,7","13,5",5,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/247243865/,1668485
"44,56","13,6","16,4",1,17,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/212421416/,2053102
"81,93","13,1","45,6",16,17,Ковров,,,,,3,https://vladimir.cian.ru/sale/flat/232941454/,4397592
"37,8",,,7,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/237945276/,2079000
"68,6",19,33,9,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/244803976/,3160745
"73,88",,,9,14,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/237945396/,3583180
"39,97",20,"9,8",8,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/247223022/,2090900
"62,63",13,30,13,17,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/212421541/,3212919
"52,6","8,8",27,5,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243869/,2198680
"81,5","12,4","44,5",1,5,Ковров,,,,,3,https://vladimir.cian.ru/sale/flat/247243891/,3406700
"41,39","10,8","16,2",5,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/218470834/,1730102
39,"10,5","14,7",4,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/247243870/,1804335
"40,57","10,6","16,5",4,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/218470736/,1888533
"54,03","12,2","28,8",5,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247307600/,2386775
"56,4","12,7","28,5",1,18,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/245694958/,2707200
"93,07","13,1","70,3",9,14,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/232933168/,3443590
"34,24",,,8,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/237945352/,1883200
"57,9","10,5","31,6",5,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243984/,2420220
"62,63",13,30,1,17,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/212421413/,2885677
"69,3","14,3","37,9",11,18,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/245694985/,3257100
"43,88","12,8","20,7",1,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/234243088/,1755200
"42,5","8,1",18,2,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/247307598/,1865325
"41,22",11,"16,2",4,5,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/218470864/,1918791
41,"16,3","12,4",8,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/244804585/,1966975
"41,7","12,5","14,6",7,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/233648903/,2000557
"41,39","12,3","16,3",9,17,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/212421512/,2123307
"57,9","10,5","31,6",1,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243972/,2420220
"67,84","13,3","38,8",6,15,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/232934063/,2577920
"62,6","10,2",34,2,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243878/,2646415
"61,4","11,6","30,9",1,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243929/,2654015
"51,17",,,4,14,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/237945376/,2814350
"64,2","18,5","25,8",2,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/244804046/,2897025
"54,31",,,2,14,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/237945472/,2987050
"76,82","15,8","47,1",4,14,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/234243327/,2995980
"55,3","13,7","24,1",4,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/242022197/,3373300
"81,5","12,4","44,5",2,5,Ковров,,,,,3,https://vladimir.cian.ru/sale/flat/247243949/,3577035
"81,5","12,4","44,5",2,5,Ковров,,,,,3,https://vladimir.cian.ru/sale/flat/247243930/,3577035
"41,39","12,3","16,3",17,17,Ковров,,,,,1,https://vladimir.cian.ru/sale/flat/233120877/,2123307
"36,77",,,12,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/237945602/,1985580
48,,,2,3,Ковровский район,Панельный,,,,2,https://vladimir.cian.ru/sale/flat/225699850/,1850000
34,"8,4",20,12,12,Владимир,,1974,Железобетонные,1,1,https://vladimir.cian.ru/sale/flat/238841446/,1600000
42,6,26,3,5,Александров,Кирпичный,1972,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/245193600/,1750000
"42,9",6,"28,4",2,2,Александров,Кирпичный,1963,Железобетонные,2,2,https://vladimir.cian.ru/sale/flat/244261773/,1250000
"48,2",10,30,1,5,Владимир,Кирпичный,1980,Железобетонные,1,2,https://vladimir.cian.ru/sale/flat/246126049/,2500000
"59,2",7,"44,6",2,5,Александров,Панельный,1978,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/246857125/,1750000
"57,1",14,31,9,10,Ковров,,2013,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/247463355/,4600000
37,"10,7","14,7",17,18,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/242747678/,2850000
"44,1","5,9","29,3",4,5,Ковров,Кирпичный,1965,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/247256896/,1400000
"37,7","8,9",19,7,9,Владимир,Панельный,1990,Железобетонные,3,1,https://vladimir.cian.ru/sale/flat/248613261/,1900000
"31,5","6,5",17,1,5,Владимир,Панельный,1970,Железобетонные,4,1,https://vladimir.cian.ru/sale/flat/243417666/,1700000
"30,2",6,17,3,5,Ковров,Кирпичный,1970,Железобетонные,4,1,https://vladimir.cian.ru/sale/flat/247463584/,1220000
48,6,25,2,2,Ковров,Деревянный,1940,Деревянные,2,2,https://vladimir.cian.ru/sale/flat/247463568/,1000000
42,6,30,1,5,Ковров,Кирпичный,1967,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/247463571/,1210000
32,6,21,1,2,Александров,Кирпичный,1959,Деревянные,2,1,https://vladimir.cian.ru/sale/flat/244726671/,990000₽
"32,2","9,2","15,3",3,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/246757568/,2250000
96,,,2,10,Александров,Кирпичный,2015,Железобетонные,1,3,https://vladimir.cian.ru/sale/flat/242427981/,4600000
"86,7",,,2,9,Ковров,Панельный,2001,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/245047490/,4600000
"64,6",,,5,9,Ковров,Панельный,1993,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/238052503/,3050000
46,,,2,5,Ковров,Кирпичный,1974,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/225699742/,1200000
50,,,4,5,Ковровский район,,,,,2,https://vladimir.cian.ru/sale/flat/225699638/,690000₽
35,,,9,9,Ковров,Кирпичный,1986,Железобетонные,1,2,https://vladimir.cian.ru/sale/flat/225699918/,750000₽
47,,,3,5,Ковров,Панельный,1991,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/225699514/,850000₽
"38,2",,,2,2,Ковров,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/226429118/,900000₽
"30,5",,,4,5,Ковровский район,Кирпичный,1967,Железобетонные,5,1,https://vladimir.cian.ru/sale/flat/241873512/,1050000
"38,4",,,3,5,Ковров,Кирпичный,1964,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/225699623/,2050000
"29,3","5,5","16,5",1,5,Александровский район,Кирпичный,1970,Железобетонные,6,1,https://vladimir.cian.ru/sale/flat/245431224/,820000₽
"41,7",,,1,5,Ковров,Кирпичный,1991,Железобетонные,3,1,https://vladimir.cian.ru/sale/flat/248538219/,1190000
"40,3",,,1,2,Ковров,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/248538216/,1190000
"40,1",,,1,4,Ковров,Кирпичный,1963,Железобетонные,2,2,https://vladimir.cian.ru/sale/flat/247704093/,1150000
60,,,2,5,Ковров,Кирпичный,1971,Железобетонные,6,4,https://vladimir.cian.ru/sale/flat/225700413/,2060000
"43,4",,,1,2,Ковровский район,Кирпичный,1955,Деревянные,2,2,https://vladimir.cian.ru/sale/flat/225699537/,1000000
41,,,4,4,Ковров,Кирпичный,1931,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/225699505/,1300000
50,,,1,2,Ковров,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/248538220/,1300000
"42,3",,,4,4,Ковров,Кирпичный,1961,Железобетонные,2,2,https://vladimir.cian.ru/sale/flat/247626265/,1600000
"54,3","9,5","29,6",5,9,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/247304698/,2497800
42,6,28,3,5,Александров,Кирпичный,1964,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/236755181/,1650000
30,,16,4,9,Владимир,Кирпичный,1982,Железобетонные,1,1,https://vladimir.cian.ru/sale/flat/242090668/,1600000
35,15,15,8,9,Александров,Кирпичный,,,,1,https://vladimir.cian.ru/sale/flat/243135668/,1050000
74,,45,1,10,Александров,Кирпичный,1989,Железобетонные,8,3,https://vladimir.cian.ru/sale/flat/149248743/,2300000
31,,,5,5,Александров,Кирпичный,1975,Железобетонные,4,1,https://vladimir.cian.ru/sale/flat/244683761/,1250000
"44,5",6,27,2,5,Александров,Кирпичный,1973,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/241270676/,2650000
"48,1",6,25,3,4,Александров,Кирпичный,1965,Смешанные,7,2,https://vladimir.cian.ru/sale/flat/237686001/,1850000
58,"6,5",40,2,9,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/233157860/,2540000
40,9,20,4,5,Владимир,Кирпичный,1974,Железобетонные,9,1,https://vladimir.cian.ru/sale/flat/237696868/,2400000
"73,37",,,4,7,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/241538161/,2861430
75,12,46,5,5,Александров,Кирпичный,2013,Железобетонные,2,3,https://vladimir.cian.ru/sale/flat/236755162/,3900000
"42,4",6,26,3,4,Владимир,Кирпичный,1960,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/239496098/,2100000
54,8,"29,2",4,9,Владимир,Кирпичный,1985,Железобетонные,7,2,https://vladimir.cian.ru/sale/flat/248714766/,3850000
"53,8",9,,1,9,Владимир,Панельный,2003,Железобетонные,3,2,https://vladimir.cian.ru/sale/flat/248522369/,3650000
43,7,32,3,5,Александровский район,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/231264762/,1350000
"57,1",8,38,5,5,Александров,Кирпичный,1980,Железобетонные,9,3,https://vladimir.cian.ru/sale/flat/247620495/,1850000
"35,5",9,"17,1",5,5,Александров,Панельный,1992,Железобетонные,5,1,https://vladimir.cian.ru/sale/flat/244676192/,1150000
"45,4","5,4","29,8",1,2,Александровский район,,,,,2,https://vladimir.cian.ru/sale/flat/236409330/,800000₽
"66,9","8,1","42,8",16,17,Владимир,Панельный,1983,Железобетонные,1,3,https://vladimir.cian.ru/sale/flat/238010099/,3270000
37,"7,5","22,5",4,5,Владимир,Кирпичный,1987,Железобетонные,4,1,https://vladimir.cian.ru/sale/flat/243408874/,2395000
32,6,19,1,2,Александров,,,,,1,https://vladimir.cian.ru/sale/flat/245519466/,950000₽
"59,9",10,"33,5",4,4,Александров,Кирпичный,1982,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/236859232/,2000000
45,10,18,6,10,Владимир,Кирпичный,2016,Железобетонные,7,1,https://vladimir.cian.ru/sale/flat/248513012/,2999000
"31,7",8,16,2,4,Александровский район,Кирпичный,1882,Деревянные,3,1,https://vladimir.cian.ru/sale/flat/242926419/,750000₽
64,"7,5",46,4,4,Александровский район,Кирпичный,1958,Деревянные,4,3,https://vladimir.cian.ru/sale/flat/220067556/,1300000
32,6,19,5,5,Александровский район,Кирпичный,,,,1,https://vladimir.cian.ru/sale/flat/223490037/,1000000
"49,6","5,6","33,5",5,5,Александров,Кирпичный,1967,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/235136103/,1500000
"30,3","5,5","17,2",2,2,Ковровский район,Кирпичный,1981,Железобетонные,2,1,https://vladimir.cian.ru/sale/flat/220271759/,420000₽
68,11,"41,4",1,3,Юрьев-Польский,Панельный,1994,Железобетонные,2,3,https://vladimir.cian.ru/sale/flat/245273513/,2000000
55,"8,2",32,3,10,Владимир,Кирпичный,1996,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/247435352/,4100000
"57,6",6,"41,8",1,5,Ковров,Кирпичный,1972,Железобетонные,6,3,https://vladimir.cian.ru/sale/flat/241824801/,1990000
"39,29",,,7,7,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/241538167/,1689470
"31,5",6,19,1,5,Александровский район,,,,,1,https://vladimir.cian.ru/sale/flat/223251538/,1150000
"50,5","8,2","29,8",5,5,Александровский район,Кирпичный,,,,2,https://vladimir.cian.ru/sale/flat/205665646/,1000000
"61,8",6,,3,5,Александров,Кирпичный,1977,Железобетонные,8,4,https://vladimir.cian.ru/sale/flat/245992193/,2450000
"33,4",,"25,2",9,9,Ковров,Кирпичный,1986,Железобетонные,1,2,https://vladimir.cian.ru/sale/flat/239037746/,700000₽
"52,8",9,29,5,5,Владимир,Панельный,1975,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/235274642/,2330000
"44,5",7,"28,6",5,5,Александров,Кирпичный,1973,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/246479192/,1600000
46,6,30,5,5,Александровский район,Кирпичный,1971,Железобетонные,6,2,https://vladimir.cian.ru/sale/flat/236755174/,1000000
"60,84",,,2,5,Ковровский район,,,,,2,https://vladimir.cian.ru/sale/flat/240388313/,3833808
54,6,40,1,2,Ковров,Деревянный,1941,Деревянные,2,3,https://vladimir.cian.ru/sale/flat/231246238/,890000₽
"79,5","14,5","42,3",1,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/233648955/,3474150
"43,8",6,,5,5,Ковров,Кирпичный,1974,Железобетонные,4,2,https://vladimir.cian.ru/sale/flat/244823641/,1100000
"33,8",10,16,1,5,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/244426460/,2060000
"84,18",,,10,14,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/237945260/,3886305
"67,45",12,"32,4",2,8,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/245102266/,2967800
47,9,32,6,12,Владимир,Панельный,1973,Железобетонные,1,2,https://vladimir.cian.ru/sale/flat/243888488/,2850000
58,6,"40,2",1,5,Ковров,Кирпичный,1976,Железобетонные,4,3,https://vladimir.cian.ru/sale/flat/247820528/,1580000
"61,3","5,8","47,6",3,5,Александровский район,Кирпичный,1971,Железобетонные,6,3,https://vladimir.cian.ru/sale/flat/236755195/,1350000
51,"11,8","18,3",3,8,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/245102310/,2295000
33,8,18,1,5,Владимир,Панельный,1973,Железобетонные,4,1,https://vladimir.cian.ru/sale/flat/248270561/,1810000
"54,4","14,3","23,2",1,18,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/245694957/,2611200
"55,99","12,5","27,1",2,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/242022136/,3415390
"46,29","12,2","27,3",1,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/232933677/,2777400
"79,7","19,1","42,9",10,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/235576617/,6136900
62,7,42,2,2,Александровский район,Кирпичный,1955,Железобетонные,2,3,https://vladimir.cian.ru/sale/flat/236755164/,1000000
"62,1",10,37,1,2,Александровский район,Кирпичный,,,,3,https://vladimir.cian.ru/sale/flat/236755202/,1400000
"64,8","18,6","26,8",8,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/233649132/,2862540
"68,2",19,"32,6",2,10,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/244803731/,3142315
"60,7","7,5",42,2,2,Владимир,Кирпичный,1956,Деревянные,1,3,https://vladimir.cian.ru/sale/flat/248583141/,2700000
"73,55","13,9","36,1",14,14,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/234242798/,2868450
"62,63",13,30,16,17,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/212421574/,3212919
"41,7","12,5","14,6",10,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/233648942/,2000557
"65,53",12,"38,6",9,15,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/232934112/,2490140
"42,84","15,3","20,2",10,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/232933625/,2698920
"35,2","9,3","15,5",1,10,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/244804647/,1638560
"56,8","19,5","19,6",10,10,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/244804955/,2724980
"69,25","16,5","34,1",3,19,Владимир,,,,,2,https://vladimir.cian.ru/sale/flat/245102287/,4155000
"36,03",,,9,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/237945571/,1945620
"42,8",12,"17,6",1,18,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/245694858/,2097200
"37,8",,,9,14,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/237945677/,2079000
"61,4","11,6","30,9",1,5,Ковров,,,,,2,https://vladimir.cian.ru/sale/flat/247243887/,2654015
"51,63","13,6","30,4",10,17,Владимир,,,,,1,https://vladimir.cian.ru/sale/flat/232933481/,3201060
"96,78","15,7","60,3",5,14,Владимир,,,,,3,https://vladimir.cian.ru/sale/flat/234242187/,3677640
